Question,Answer
What is the Genre of Watership Down?,"Watership Down is of Animation, Adventure, Drama genre. Summary: Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren."
Who is the Director of Watership Down?,"The Director of Watership Down is Martin Rosen. Summary: Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren."
What is the IMDB Rating of Watership Down?,"The IMDB Rating of Watership Down is 7.6. Summary: Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren."
What is the Runtime of Watership Down?,"The Runtime of Watership Down is 91. Summary: Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren."
What is the Genre of Midnight Express?,"Midnight Express is of Biography, Crime, Drama genre. Summary: Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison."
Who is the Director of Midnight Express?,"The Director of Midnight Express is Alan Parker. Summary: Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison."
What is the IMDB Rating of Midnight Express?,"The IMDB Rating of Midnight Express is 7.6. Summary: Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison."
What is the Runtime of Midnight Express?,"The Runtime of Midnight Express is 121. Summary: Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison."
What is the Genre of Close Encounters of the Third Kind?,"Close Encounters of the Third Kind is of Drama, Sci-Fi genre. Summary: Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO."
Who is the Director of Close Encounters of the Third Kind?,"The Director of Close Encounters of the Third Kind is Steven Spielberg. Summary: Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO."
What is the IMDB Rating of Close Encounters of the Third Kind?,"The IMDB Rating of Close Encounters of the Third Kind is 7.6. Summary: Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO."
What is the Runtime of Close Encounters of the Third Kind?,"The Runtime of Close Encounters of the Third Kind is 138. Summary: Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO."
What is the Genre of The Long Goodbye?,"The Long Goodbye is of Comedy, Crime, Drama genre. Summary: Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
Who is the Director of The Long Goodbye?,"The Director of The Long Goodbye is Robert Altman. Summary: Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
What is the IMDB Rating of The Long Goodbye?,"The IMDB Rating of The Long Goodbye is 7.6. Summary: Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
What is the Runtime of The Long Goodbye?,"The Runtime of The Long Goodbye is 112. Summary: Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
What is the Genre of Giù la testa?,"Giù la testa is of Drama, War, Western genre. Summary: A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution."
Who is the Director of Giù la testa?,The Director of Giù la testa is Sergio Leone. Summary: A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.
What is the IMDB Rating of Giù la testa?,The IMDB Rating of Giù la testa is 7.6. Summary: A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.
What is the Runtime of Giù la testa?,The Runtime of Giù la testa is 157. Summary: A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.
What is the Genre of Kelly's Heroes?,"Kelly's Heroes is of Adventure, Comedy, War genre. Summary: A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure."
Who is the Director of Kelly's Heroes?,The Director of Kelly's Heroes is Brian G. Hutton. Summary: A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.
What is the IMDB Rating of Kelly's Heroes?,The IMDB Rating of Kelly's Heroes is 7.6. Summary: A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.
What is the Runtime of Kelly's Heroes?,The Runtime of Kelly's Heroes is 144. Summary: A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.
What is the Genre of The Jungle Book?,"The Jungle Book is of Animation, Adventure, Family genre. Summary: Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization."
Who is the Director of The Jungle Book?,The Director of The Jungle Book is Wolfgang Reitherman. Summary: Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
What is the IMDB Rating of The Jungle Book?,The IMDB Rating of The Jungle Book is 7.6. Summary: Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
What is the Runtime of The Jungle Book?,The Runtime of The Jungle Book is 78. Summary: Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
What is the Genre of Blowup?,"Blowup is of Drama, Mystery, Thriller genre. Summary: A fashion photographer unknowingly captures a death on film after following two lovers in a park."
Who is the Director of Blowup?,The Director of Blowup is Michelangelo Antonioni. Summary: A fashion photographer unknowingly captures a death on film after following two lovers in a park.
What is the IMDB Rating of Blowup?,The IMDB Rating of Blowup is 7.6. Summary: A fashion photographer unknowingly captures a death on film after following two lovers in a park.
What is the Runtime of Blowup?,The Runtime of Blowup is 111. Summary: A fashion photographer unknowingly captures a death on film after following two lovers in a park.
What is the Genre of A Hard Day's Night?,"A Hard Day's Night is of Comedy, Music, Musical genre. Summary: Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live television performance."
Who is the Director of A Hard Day's Night?,"The Director of A Hard Day's Night is Richard Lester. Summary: Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live television performance."
What is the IMDB Rating of A Hard Day's Night?,"The IMDB Rating of A Hard Day's Night is 7.6. Summary: Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live television performance."
What is the Runtime of A Hard Day's Night?,"The Runtime of A Hard Day's Night is 87. Summary: Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live television performance."
